Time,CMIP7 v2.2.1
1945.125,-0.0643707
1945.208333,-0.0705817
1945.291667,-0.06849
1945.375,-0.0637211
1945.458333,-0.0595226
1945.541667,-0.0561257
1945.625,-0.0535882
1945.708333,-0.0509017
1945.791667,-0.0487881
1945.875,-0.044156
1945.958333,-0.0392607
1946.041667,-0.0352611
1946.125,-0.0307975
1946.208333,-0.0277981
1946.291667,-0.0266849
1946.375,-0.0262705
1946.458333,-0.0266191
1946.541667,-0.0274682
1946.625,-0.0287614
1946.708333,-0.0294663
1946.791667,-0.030333
1946.875,-0.0355224
1946.958333,-0.0417911
1947.041667,-0.0396431
1947.125,-0.035439
1947.208333,-0.0322542
1947.291667,-0.0788081
1947.375,-0.132033
1947.458333,-0.166304
1947.541667,-0.186428
1947.625,-0.196176
1947.708333,-0.197574
1947.791667,-0.193727
1947.875,-0.183489
1947.958333,-0.170479
1948.041667,-0.15692
1948.125,-0.142241
1948.208333,-0.128922
1948.291667,-0.117755
1948.375,-0.107737
1948.458333,-0.0991435
1948.541667,-0.0917721
1948.625,-0.0855851
1948.708333,-0.0795477
1948.791667,-0.0743657
1948.875,-0.0669237
1948.958333,-0.0594729
1949.041667,-0.053165
1949.125,-0.0466176
1949.208333,-0.0417606
1949.291667,-0.0390016
1949.375,-0.037123
1949.458333,-0.0361822
1949.541667,-0.0358968
1949.625,-0.0361959
1949.708333,-0.0360256
1949.791667,-0.036126
1949.875,-0.0333921
1949.958333,-0.0301327
1950.041667,-0.0275475
1950.125,-0.0242942
1950.208333,-0.0223413
1950.291667,-0.0221407
1950.375,-0.0225173
1950.458333,-0.0235476
1950.541667,-0.0249839
1950.625,-0.0267825
1950.708333,-0.0279137
1950.791667,-0.0291464
1950.875,-0.027384
1950.958333,-0.0321649
1951.041667,-0.038161
1951.125,-0.0499112
1951.208333,-0.0516675
1951.291667,-0.0515031
1951.375,-0.0508463
1951.458333,-0.0503774
1951.541667,-0.0500614
1951.625,-0.0499689
1951.708333,-0.0589994
1951.791667,-0.0640742
1951.875,-0.0613643
1951.958333,-0.0568344
1952.041667,-0.0525727
1952.125,-0.0474634
1952.208333,-0.0536707
1952.291667,-0.0571943
1952.375,-0.0566211
1952.458333,-0.0555717
1952.541667,-0.0546291
1952.625,-0.0539774
1952.708333,-0.0526709
1952.791667,-0.051536
1952.875,-0.0475181
1952.958333,-0.0429742
1953.041667,-0.0391532
1953.125,-0.0347181
1953.208333,-0.031672
1953.291667,-0.0304772
1953.375,-0.0299475
1953.458333,-0.0301624
1953.541667,-0.0388187
1953.625,-0.0481995
1953.708333,-0.0485535
1953.791667,-0.0478328
1953.875,-0.0439744
1953.958333,-0.0395477
1954.041667,-0.035852
1954.125,-0.0315701
1954.208333,-0.0287081
1954.291667,-0.0277169
1954.375,-0.0274022
1954.458333,-0.0278432
1954.541667,-0.0287811
1954.625,-0.0301584
1954.708333,-0.030927
1954.791667,-0.0318528
1954.875,-0.0298036
1954.958333,-0.0271337
1955.041667,-0.0250642
1955.125,-0.0222496
1955.208333,-0.020688
1955.291667,-0.0208447
1955.375,-0.0215392
1955.458333,-0.0228531
1955.541667,-0.0245419
1955.625,-0.0401521
1955.708333,-0.0442294
1955.791667,-0.0446651
1955.875,-0.0414387
1955.958333,-0.0374586
1956.041667,-0.0341215
1956.125,-0.0301354
1956.208333,-0.0275249
1956.291667,-0.0732971
1956.375,-0.138975
1956.458333,-0.189169
1956.541667,-0.22575
1956.625,-0.251242
1956.708333,-0.265482
1956.791667,-0.271245
1956.875,-0.267393
1956.958333,-0.257872
1957.041667,-0.245341
1957.125,-0.229648
1957.208333,-0.213887
1957.291667,-0.199596
1957.375,-0.185576
1957.458333,-0.172425
1957.541667,-0.160157
1957.625,-0.148925
1957.708333,-0.137832
1957.791667,-0.1277
1957.875,-0.115446
1957.958333,-0.103412
1958.041667,-0.0928076
1958.125,-0.0822475
1958.208333,-0.0737124
1958.291667,-0.0676208
1958.375,-0.0627076
1958.458333,-0.0590399
1958.541667,-0.05631
1958.625,-0.0544294
1958.708333,-0.0523056
1958.791667,-0.0506707
1958.875,-0.0463379
1958.958333,-0.0416422
1959.041667,-0.0377931
1959.125,-0.0334009
1959.208333,-0.0304661
1959.291667,-0.0294349
1959.375,-0.0290914
1959.458333,-0.0295081
1959.541667,-0.0304201
1959.625,-0.0317744
1959.708333,-0.0325099
1959.791667,-0.0334036
1959.875,-0.0312875
1959.958333,-0.0285444
1960.041667,-0.0264121
1960.125,-0.0235285
1960.208333,-0.0219156
1960.291667,-0.0220446
1960.375,-0.0227206
1960.458333,-0.0240257
1960.541667,-0.0257117
1960.625,-0.0277383
1960.708333,-0.0290553
1960.791667,-0.030454
1960.875,-0.0287644
1960.958333,-0.0263923
1961.041667,-0.0245807
1961.125,-0.021975
1961.208333,-0.0206033
1961.291667,-0.0209441
1961.375,-0.0218059
1961.458333,-0.0232725
1961.541667,-0.0250987
1961.625,-0.0272466
1961.708333,-0.028667
1961.791667,-0.0301551
1961.875,-0.0285328
1961.958333,-0.0262185
1962.041667,-0.0244564
1962.125,-0.0218922
1962.208333,-0.0205575
1962.291667,-0.0209335
1962.375,-0.0218273
1962.458333,-0.0233231
1962.541667,-0.0251757
1962.625,-0.027347
1962.708333,-0.0287867
1962.791667,-0.0302919
1962.875,-0.0286758
1962.958333,-0.0263658
1963.041667,-0.0246076
1963.125,-0.0220448
1963.208333,-0.0461754
1963.291667,-0.358994
1963.375,-0.597051
1963.458333,-1.05719
1963.541667,-1.33957
1963.625,-1.49279
1963.708333,-1.55324
1963.791667,-1.54947
1963.875,-1.49905
1963.958333,-1.4196
1964.041667,-1.32346
1964.125,-1.21755
1964.208333,-1.1097
1964.291667,-1.00475
1964.375,-0.904083
1964.458333,-0.80976
1964.541667,-0.722503
1964.625,-0.642927
1964.708333,-0.570122
1964.791667,-0.504633
1964.875,-0.445793
1964.958333,-0.401243
1965.041667,-0.354249
1965.125,-0.309279
1965.208333,-0.269789
1965.291667,-0.236427
1965.375,-0.208136
1965.458333,-0.184701
1965.541667,-0.164758
1965.625,-0.147959
1965.708333,-0.132921
1965.791667,-0.130041
1965.875,-0.121463
1965.958333,-0.109434
1966.041667,-0.0981509
1966.125,-0.0868519
1966.208333,-0.0776885
1966.291667,-0.0711043
1966.375,-0.0772857
1966.458333,-0.0777487
1966.541667,-0.075369
1966.625,-0.0767406
1966.708333,-0.0842111
1966.791667,-0.0835193
1966.875,-0.0779694
1966.958333,-0.0714102
1967.041667,-0.0654795
1967.125,-0.0588938
1967.208333,-0.0537843
1967.291667,-0.0506669
1967.375,-0.0483323
1967.458333,-0.0468841
1967.541667,-0.0460692
1967.625,-0.0458467
1967.708333,-0.0451356
1967.791667,-0.0447238
1967.875,-0.0413849
1967.958333,-0.0375303
1968.041667,-0.0344186
1968.125,-0.0306468
1968.208333,-0.0282704
1968.291667,-0.0277593
1968.375,-0.0278835
1968.458333,-0.0537014
1968.541667,-0.159686
1968.625,-0.228041
1968.708333,-0.272155
1968.791667,-0.298724
1968.875,-0.309826
1968.958333,-0.31116
1969.041667,-0.306344
1969.125,-0.295745
1969.208333,-0.282779
1969.291667,-0.269038
1969.375,-0.254141
1969.458333,-0.238902
1969.541667,-0.223638
1969.625,-0.209399
1969.708333,-0.194858
1969.791667,-0.180999
1969.875,-0.164803
1969.958333,-0.148784
1970.041667,-0.134285
1970.125,-0.11995
1970.208333,-0.107861
1970.291667,-0.0984927
1970.375,-0.090562
1970.458333,-0.084133
1970.541667,-0.0788857
1970.625,-0.0747336
1970.708333,-0.0705425
1970.791667,-0.0670528
1970.875,-0.0609771
1970.958333,-0.0547018
1971.041667,-0.0494611
1971.125,-0.0438082
1971.208333,-0.039788
1971.291667,-0.0378481
1971.375,-0.0367229
1971.458333,-0.0364746
1971.541667,-0.0368183
1971.625,-0.0376927
1971.708333,-0.0379968
1971.791667,-0.0385216
1971.875,-0.0360038
1971.958333,-0.0328849
1972.041667,-0.0304345
1972.125,-0.0272453
1972.208333,-0.0253934
1972.291667,-0.0253596
1972.375,-0.0259105
1972.458333,-0.0271281
1972.541667,-0.0287542
1972.625,-0.0307455
1972.708333,-0.03202
1972.791667,-0.0333895
1972.875,-0.031594
1972.958333,-0.0291038
1973.041667,-0.0271976
1973.125,-0.0244805
1973.208333,-0.0230378
1973.291667,-0.0233607
1973.375,-0.0242229
1973.458333,-0.0257104
1973.541667,-0.0311876
1973.625,-0.0464066
1973.708333,-0.0473685
1973.791667,-0.0473672
1973.875,-0.0440527
1973.958333,-0.0400658
1974.041667,-0.0367632
1974.125,-0.0327737
1974.208333,-0.0302069
1974.291667,-0.0295421
1974.375,-0.0295366
1974.458333,-0.0302787
1974.541667,-0.0315041
1974.625,-0.033156
1974.708333,-0.0341411
1974.791667,-0.0380829
1974.875,-0.048341
1974.958333,-0.0472601
1975.041667,-0.0449356
1975.125,-0.0413546
1975.208333,-0.0388848
1975.291667,-0.0380966
1975.375,-0.037796
1975.458333,-0.038114
1975.541667,-0.0457654
1975.625,-0.055312
1975.708333,-0.0562174
1975.791667,-0.0555577
1975.875,-0.0514217
1975.958333,-0.0466287
1976.041667,-0.0425861
1976.125,-0.0521291
1976.208333,-0.0512181
1976.291667,-0.0489754
1976.375,-0.0468972
1976.458333,-0.0455765
1976.541667,-0.0448825
1976.625,-0.0448032
1976.708333,-0.0442553
1976.791667,-0.0440371
1976.875,-0.0408454
1976.958333,-0.0371359
1977.041667,-0.034179
1977.125,-0.0305411
1977.208333,-0.028317
1977.291667,-0.0279812
1977.375,-0.0282786
1977.458333,-0.029291
1977.541667,-0.0307528
1977.625,-0.0326128
1977.708333,-0.0337727
1977.791667,-0.0350492
1977.875,-0.0331425
1977.958333,-0.0305464
1978.041667,-0.0285524
1978.125,-0.0257471
1978.208333,-0.0242397
1978.291667,-0.0245251
1978.375,-0.0253616
1978.458333,-0.026836
1978.541667,-0.0286925
1978.625,-0.03089
1978.708333,-0.0323365
1978.791667,-0.033858
1978.875,-0.0321498
1978.958333,-0.0297242
1979.041667,-0.0276704
1979.125,-0.025833
1979.208333,-0.0253816
1979.291667,-0.027081
1979.375,-0.0288938
1979.458333,-0.0310305
1979.541667,-0.0333362
1979.625,-0.0370313
1979.708333,-0.0404805
1979.791667,-0.0446266
1979.875,-0.0463268
1979.958333,-0.0466861
1980.041667,-0.0492496
1980.125,-0.0483844
1980.208333,-0.0483752
1980.291667,-0.05024
1980.375,-0.0512491
1980.458333,-0.0974115
1980.541667,-0.128141
1980.625,-0.141682
1980.708333,-0.146406
1980.791667,-0.153113
1980.875,-0.156569
1980.958333,-0.156672
1981.041667,-0.157583
1981.125,-0.153339
1981.208333,-0.14774
1981.291667,-0.142564
1981.375,-0.152088
1981.458333,-0.165664
1981.541667,-0.171576
1981.625,-0.169611
1981.708333,-0.160214
1981.791667,-0.15295
1981.875,-0.147749
1981.958333,-0.12477
1982.041667,-0.104137
1982.125,-0.100817
1982.208333,-0.108785
1982.291667,-0.406872
1982.375,-0.462716
1982.458333,-0.530247
1982.541667,-0.552903
1982.625,-0.578417
1982.708333,-0.607978
1982.791667,-0.65586
1982.875,-0.780907
1982.958333,-1.13581
1983.041667,-1.21154
1983.125,-1.19976
1983.208333,-1.20059
1983.291667,-1.21841
1983.375,-1.15059
1983.458333,-1.10733
1983.541667,-1.01218
1983.625,-0.860699
1983.708333,-0.796121
1983.791667,-0.707339
1983.875,-0.704471
1983.958333,-0.766163
1984.041667,-0.736001
1984.125,-0.69466
1984.208333,-0.648683
1984.291667,-0.620679
1984.375,-0.585978
1984.458333,-0.576476
1984.541667,-0.531725
1984.625,-0.489363
1984.708333,-0.470999
1984.791667,-0.434315
1984.875,-0.411331
1984.958333,-0.37536
1985.041667,-0.353613
1985.125,-0.325942
1985.208333,-0.297899
1985.291667,-0.273981
1985.375,-0.246661
1985.458333,-0.235086
1985.541667,-0.221156
1985.625,-0.213353
1985.708333,-0.200903
1985.791667,-0.194386
1985.875,-0.183706
1985.958333,-0.224886
1986.041667,-0.274327
1986.125,-0.290275
1986.208333,-0.279052
1986.291667,-0.270818
1986.375,-0.268643
1986.458333,-0.247765
1986.541667,-0.243685
1986.625,-0.23769
1986.708333,-0.22559
1986.791667,-0.222427
1986.875,-0.216683
1986.958333,-0.212731
1987.041667,-0.203503
1987.125,-0.189003
1987.208333,-0.179307
1987.291667,-0.173679
1987.375,-0.176117
1987.458333,-0.173701
1987.541667,-0.163507
1987.625,-0.156633
1987.708333,-0.150924
1987.791667,-0.149015
1987.875,-0.142412
1987.958333,-0.13708
1988.041667,-0.129118
1988.125,-0.12508
1988.208333,-0.117504
1988.291667,-0.112572
1988.375,-0.105435
1988.458333,-0.103529
1988.541667,-0.102476
1988.625,-0.106426
1988.708333,-0.108568
1988.791667,-0.102261
1988.875,-0.0971562
1988.958333,-0.0893933
1989.041667,-0.082513
1989.125,-0.0793757
1989.208333,-0.0711663
1989.291667,-0.0692499
1989.375,-0.0674322
1989.458333,-0.0662563
1989.541667,-0.0639827
1989.625,-0.0642367
1989.708333,-0.0665432
1989.791667,-0.0642673
1989.875,-0.0604231
1989.958333,-0.0582921
1990.041667,-0.0547248
1990.125,-0.0560803
1990.208333,-0.0676332
1990.291667,-0.072354
1990.375,-0.07657
1990.458333,-0.0778237
1990.541667,-0.0790469
1990.625,-0.0837494
1990.708333,-0.0840311
1990.791667,-0.0765801
1990.875,-0.0746341
1990.958333,-0.0690923
1991.041667,-0.0661679
1991.125,-0.06543
1991.208333,-0.0631541
1991.291667,-0.0623296
1991.375,-0.0619394
1991.458333,-0.0733963
1991.541667,-0.516371
1991.625,-1.04482
1991.708333,-1.56887
1991.791667,-2.08741
1991.875,-2.27239
1991.958333,-2.27646
1992.041667,-2.29061
1992.125,-2.30194
1992.208333,-2.29865
1992.291667,-2.26995
1992.375,-2.32711
1992.458333,-2.40369
1992.541667,-2.26383
1992.625,-2.16383
1992.708333,-2.0952
1992.791667,-1.90975
1992.875,-1.76927
1992.958333,-1.67961
1993.041667,-1.48729
1993.125,-1.4504
1993.208333,-1.36393
1993.291667,-1.3613
1993.375,-1.25126
1993.458333,-1.15842
1993.541667,-1.06685
1993.625,-0.962918
1993.708333,-0.8788
1993.791667,-0.809003
1993.875,-0.734846
1993.958333,-0.660337
1994.041667,-0.591726
1994.125,-0.491813
1994.208333,-0.417192
1994.291667,-0.358527
1994.375,-0.317856
1994.458333,-0.292437
1994.541667,-0.273088
1994.625,-0.255965
1994.708333,-0.244923
1994.791667,-0.236382
1994.875,-0.219171
1994.958333,-0.204012
1995.041667,-0.191536
1995.125,-0.171418
1995.208333,-0.160093
1995.291667,-0.14983
1995.375,-0.136978
1995.458333,-0.128706
1995.541667,-0.12787
1995.625,-0.117322
1995.708333,-0.110933
1995.791667,-0.104425
1995.875,-0.0994898
1995.958333,-0.0925228
1996.041667,-0.0834673
1996.125,-0.0750493
1996.208333,-0.0682286
1996.291667,-0.0644629
1996.375,-0.0624913
1996.458333,-0.0701846
1996.541667,-0.0562372
1996.625,-0.0551181
1996.708333,-0.0546135
1996.791667,-0.0520323
1996.875,-0.0506492
1996.958333,-0.0479187
1997.041667,-0.0443421
1997.125,-0.0415161
1997.208333,-0.0393798
1997.291667,-0.0387532
1997.375,-0.038279
1997.458333,-0.0369303
1997.541667,-0.0355478
1997.625,-0.035386
1997.708333,-0.0361719
1997.791667,-0.0356585
1997.875,-0.0365584
1997.958333,-0.0366993
1998.041667,-0.035244
1998.125,-0.0336388
1998.208333,-0.0318259
1998.291667,-0.0322222
1998.375,-0.0330589
1998.458333,-0.0314217
1998.541667,-0.0316315
1998.625,-0.0349581
1998.708333,-0.0423012
1998.791667,-0.0435469
1998.875,-0.0391631
1998.958333,-0.0357209
1999.041667,-0.0321362
1999.125,-0.0277725
1999.208333,-0.0246942
1999.291667,-0.0247812
1999.375,-0.0276446
1999.458333,-0.0321251
1999.541667,-0.0316657
1999.625,-0.0330652
1999.708333,-0.0351429
1999.791667,-0.0362195
1999.875,-0.0358227
1999.958333,-0.0326933
2000.041667,-0.0304744
2000.125,-0.0278307
2000.208333,-0.0261604
2000.291667,-0.0298418
2000.375,-0.0289326
2000.458333,-0.0279358
2000.541667,-0.0274645
2000.625,-0.029007
2000.708333,-0.0306708
2000.791667,-0.0328028
2000.875,-0.0355495
2000.958333,-0.0351684
2001.041667,-0.0331733
2001.125,-0.0306118
2001.208333,-0.0310206
2001.291667,-0.028617
2001.375,-0.0293751
2001.458333,-0.0340211
2001.541667,-0.0425296
2001.625,-0.0454115
2001.708333,-0.0406996
2001.791667,-0.0420766
2001.875,-0.0369809
2001.958333,-0.0339638
2002.041667,-0.0313902
2002.125,-0.0283425
2002.208333,-0.0278506
2002.291667,-0.0245281
2002.375,-0.0251347
2002.458333,-0.0269123
2002.541667,-0.0278256
2002.625,-0.0263658
2002.708333,-0.024532
2002.791667,-0.0287685
2002.875,-0.0336867
2002.958333,-0.0375253
2003.041667,-0.0436912
2003.125,-0.0462415
2003.208333,-0.0488688
2003.291667,-0.0424747
2003.375,-0.0397707
2003.458333,-0.0427478
2003.541667,-0.0450693
2003.625,-0.0481064
2003.708333,-0.0500151
2003.791667,-0.0503855
2003.875,-0.0474268
2003.958333,-0.0427999
2004.041667,-0.0403576
2004.125,-0.0362994
2004.208333,-0.0337277
2004.291667,-0.0336727
2004.375,-0.031774
2004.458333,-0.0302488
2004.541667,-0.030998
2004.625,-0.0318981
2004.708333,-0.0353881
2004.791667,-0.0328666
2004.875,-0.0349591
2004.958333,-0.0384601
2005.041667,-0.0411586
2005.125,-0.044807
2005.208333,-0.0592951
2005.291667,-0.0623115
2005.375,-0.063156
2005.458333,-0.0638711
2005.541667,-0.0680631
2005.625,-0.0712005
2005.708333,-0.0720756
2005.791667,-0.0705603
2005.875,-0.0671143
2005.958333,-0.0597862
2006.041667,-0.0642634
2006.125,-0.0621735
2006.208333,-0.0591108
2006.291667,-0.0599769
2006.375,-0.0598855
2006.458333,-0.0693263
2006.541667,-0.0809379
2006.625,-0.0909933
2006.708333,-0.0947172
2006.791667,-0.092486
2006.875,-0.111405
2006.958333,-0.119438
2007.041667,-0.120569
2007.125,-0.120378
2007.208333,-0.106629
2007.291667,-0.0997475
2007.375,-0.0938576
2007.458333,-0.0880623
2007.541667,-0.0867672
2007.625,-0.0859494
2007.708333,-0.0837096
2007.791667,-0.080556
2007.875,-0.0818438
2007.958333,-0.0748365
2008.041667,-0.0675989
2008.125,-0.0668453
2008.208333,-0.066447
2008.291667,-0.068046
2008.375,-0.0656489
2008.458333,-0.0631256
2008.541667,-0.0652956
2008.625,-0.0732442
2008.708333,-0.0953177
2008.791667,-0.0940554
2008.875,-0.096635
2008.958333,-0.0893817
2009.041667,-0.0816114
2009.125,-0.0768248
2009.208333,-0.0890427
2009.291667,-0.0979657
2009.375,-0.0903837
2009.458333,-0.0840798
2009.541667,-0.125699
2009.625,-0.144821
2009.708333,-0.145273
2009.791667,-0.126081
2009.875,-0.116899
2009.958333,-0.0968467
2010.041667,-0.081368
2010.125,-0.0685601
2010.208333,-0.0729814
2010.291667,-0.0746818
2010.375,-0.0700843
2010.458333,-0.0680544
2010.541667,-0.0698915
2010.625,-0.0676604
2010.708333,-0.0637261
2010.791667,-0.0582333
2010.875,-0.0639401
2010.958333,-0.082164
2011.041667,-0.0864647
2011.125,-0.0868509
2011.208333,-0.0842235
2011.291667,-0.0801019
2011.375,-0.0755532
2011.458333,-0.09436
2011.541667,-0.12543
2011.625,-0.15109
2011.708333,-0.158718
2011.791667,-0.152415
2011.875,-0.142846
2011.958333,-0.1097
2012.041667,-0.0959376
2012.125,-0.0893603
2012.208333,-0.0813882
2012.291667,-0.0820726
2012.375,-0.0758936
2012.458333,-0.0693666
2012.541667,-0.0680961
2012.625,-0.0656235
2012.708333,-0.0636647
2012.791667,-0.0601382
2012.875,-0.0610634
2012.958333,-0.0562159
2013.041667,-0.0533614
2013.125,-0.0449433
2013.208333,-0.0458718
2013.291667,-0.0524216
2013.375,-0.050969
2013.458333,-0.0511665
2013.541667,-0.0513585
2013.625,-0.049488
2013.708333,-0.0453092
2013.791667,-0.0417682
2013.875,-0.0425073
2013.958333,-0.0439064
2014.041667,-0.0395836
2014.125,-0.0349015
2014.208333,-0.0532756
2014.291667,-0.0721456
2014.375,-0.0768364
2014.458333,-0.0750994
2014.541667,-0.0778179
2014.625,-0.0794853
2014.708333,-0.0793261
2014.791667,-0.0737819
2014.875,-0.0739866
2014.958333,-0.0721432
2015.041667,-0.0697573
2015.125,-0.0618449
2015.208333,-0.0550639
2015.291667,-0.0629998
2015.375,-0.0801226
2015.458333,-0.0999951
2015.541667,-0.117047
2015.625,-0.12504
2015.708333,-0.135187
2015.791667,-0.12654
2015.875,-0.127711
2015.958333,-0.123004
2016.041667,-0.111816
2016.125,-0.100858
2016.208333,-0.0847029
2016.291667,-0.0828179
2016.375,-0.0804485
2016.458333,-0.0767421
2016.541667,-0.0730024
2016.625,-0.0704933
2016.708333,-0.0728115
2016.791667,-0.0709123
2016.875,-0.0659681
2016.958333,-0.0609327
2017.041667,-0.0547424
2017.125,-0.051896
2017.208333,-0.0480512
2017.291667,-0.0523643
2017.375,-0.0518567
2017.458333,-0.0427008
2017.541667,-0.046933
2017.625,-0.0420582
2017.708333,-0.0656579
2017.791667,-0.0643893
2017.875,-0.060203
2017.958333,-0.0564663
2018.041667,-0.0524459
2018.125,-0.0464266
2018.208333,-0.0427729
2018.291667,-0.0519929
2018.375,-0.0546265
2018.458333,-0.0566733
2018.541667,-0.0655478
2018.625,-0.0790862
2018.708333,-0.10399
2018.791667,-0.105831
2018.875,-0.107075
2018.958333,-0.102228
2019.041667,-0.0935264
2019.125,-0.0871324
2019.208333,-0.0810437
2019.291667,-0.0769057
2019.375,-0.0741068
2019.458333,-0.0843217
2019.541667,-0.141253
2019.625,-0.209285
2019.708333,-0.241022
2019.791667,-0.225769
2019.875,-0.216409
2019.958333,-0.215074
2020.041667,-0.239887
2020.125,-0.254989
2020.208333,-0.242569
2020.291667,-0.220612
2020.375,-0.197036
2020.458333,-0.179854
2020.541667,-0.164999
2020.625,-0.15424
2020.708333,-0.142772
2020.791667,-0.131884
2020.875,-0.12582
2020.958333,-0.112219
2021.041667,-0.10611
2021.125,-0.0937548
2021.208333,-0.0889959
2021.291667,-0.0901212
2021.375,-0.116788
2021.458333,-0.140528
2021.541667,-0.148267
2021.625,-0.144625
2021.708333,-0.139404
2021.791667,-0.138415
2021.875,-0.126942
2021.958333,-0.117251
2022.041667,-0.110285
2022.125,-0.167415
2022.208333,-0.246532
2022.291667,-0.251697
2022.375,-0.243512
2022.458333,-0.24543
2022.541667,-0.253711
2022.625,-0.250336
2022.708333,-0.246366
2022.791667,-0.237538
2022.875,-0.235153
2022.958333,-0.221687
2023.041667,-0.211066
2023.125,-0.19916
2023.208333,-0.188983
2023.291667,-0.184641
2023.375,-0.185854
2023.458333,-0.181199
2023.541667,-0.173469
2023.625,-0.16623
2023.708333,-0.155378
2023.791667,-0.14406
2023.875,-0.137771
2023.958333,-0.132119
