Aerosol-radiation interactions,Aerosol-cloud interactions
-0.039385238301998964,-0.20360788512128147
-0.04115504299779375,-0.21039436485390794
-0.043688380405919824,-0.21981161595267884
-0.04622889651854567,-0.22914357610371072
-0.04877482706066924,-0.2383918076515401
-0.051324465839338924,-0.24755778428880926
-0.053876157583093734,-0.2566429562966286
-0.05642885247760232,-0.2656487206437206
-0.05898170673293457,-0.27457648360098375
-0.061533044970063476,-0.28342756985678963
-0.06408052999814151,-0.29220327038732763
-0.06662233904472532,-0.3009048879219365
-0.06690407661311559,-0.30086407484118216
-0.06718347975156044,-0.30082326014407024
-0.0674607602913041,-0.3007824586092408
-0.06773675592962566,-0.30074165419091725
-0.06801294421405034,-0.30070083464508457
-0.06829034483775498,-0.30066001348238225
-0.06856988865181216,-0.30061920421558985
-0.06885180696317861,-0.3005783798192987
-0.0691362800489054,-0.30053755380575375
-0.06942444976649223,-0.3004967396893403
-0.07212097763924379,-0.30641430439647543
-0.07482245905999668,-0.3122980696292106
-0.07752788705873333,-0.3181484615679049
-0.08023629905694256,-0.3239658015072703
-0.08294682204411974,-0.32975050252667193
-0.08565809037654182,-0.33550291339795124
-0.08836780674987493,-0.34122339503921373
-0.09107446802524058,-0.3469122846088192
-0.09377729874462956,-0.35256997001354995
-0.09647504905443047,-0.35819673833623433
-0.09886319144053266,-0.36389879034263406
-0.10124702933932464,-0.3695694405298793
-0.103627810999679,-0.37520908536338626
-0.10600670199884016,-0.3808180235212224
-0.10838560123377311,-0.3863965987754141
-0.11076610249114047,-0.3919451403993025
-0.11314962187591308,-0.39746398120145754
-0.11553833152532267,-0.4029533996713065
-0.11793478274460022,-0.4084137586942249
-0.12034139750506029,-0.41384531374948264
-0.12249392471411294,-0.4184464597795413
-0.1246636294322156,-0.4230271294466327
-0.1268497451604133,-0.4275875421653289
-0.12905180603253968,-0.43212786224118893
-0.13126828925550432,-0.43664826816737945
-0.1334977328426937,-0.44114891987229965
-0.13573894870168352,-0.4456300148832334
-0.13799052241227439,-0.45009170859754477
-0.14025095298713713,-0.4545341577398171
-0.1425189810918614,-0.45895755182655906
-0.15189296982730877,-0.4810145292070681
-0.16130335625346615,-0.5026093161079198
-0.1707442724224986,-0.5237608619203956
-0.18021022880744236,-0.5444870197643868
-0.189697321619909,-0.5648045300733268
-0.19920073443978617,-0.584729238508568
-0.2087152279673892,-0.6042760139817224
-0.2182369807810789,-0.6234589487255401
-0.2277618861711262,-0.6422913098219175
-0.23728431094495317,-0.660785720842569
-0.24733948905787176,-0.6800629604823111
-0.2574118128127991,-0.6989862241798749
-0.2675009024766898,-0.7175682857454185
-0.27760473096154986,-0.7358212143236172
-0.2877201037117435,-0.7537564840117511
-0.29784446937948267,-0.7713849455250389
-0.30797667856988803,-0.7887169360281968
-0.3181158392178135,-0.8057622546228594
-0.3282597319445898,-0.8225302222047449
-0.33840532857779027,-0.8390297361245552
-0.33848063541473994,-0.8430262477862597
-0.3385833122209564,-0.8470073210121026
-0.3387048724816222,-0.850973083285176
-0.33883621881337683,-0.8549236346932033
-0.3389697185448286,-0.8588591000407196
-0.33909828678431314,-0.862779601940071
-0.33921307262748823,-0.8666852467084752
-0.339303821540021,-0.8705761372973918
-0.33936315691962504,-0.8744523931979641
-0.339387921919611,-0.8783141240878091
-0.33969585153843035,-0.8812128858065121
-0.34001257187695605,-0.8841035007810206
-0.3403235343670144,-0.8869860466644596
-0.340619599597849,-0.8898605524524582
-0.3408919831511478,-0.8927270469432463
-0.3411300203598356,-0.8955856063923812
-0.34133215472664785,-0.8984362429730114
-0.3414963604926933,-0.9012790320321457
-0.34160130998454774,-0.9041139851944485
-0.34162518441904555,-0.9069411769163441
-0.33595212241688127,-0.8989922548947819
-0.3302600275632509,-0.8909815450474349
-0.3245702786979055,-0.8829080792774394
-0.31890469831535706,-0.8747708665558277
-0.3132782512191171,-0.8665688999942934
-0.30784218134400754,-0.8583011249374405
-0.3026983293419516,-0.8499664848021128
-0.2977781032543085,-0.8415638892304119
-0.29300707445470925,-0.8330922209746122
-0.288320300278347,-0.8245503350056388
-0.29074647597746994,-0.8310556496817468
-0.29316920051640916,-0.8375074412828206
-0.29559069118673503,-0.843902815489075
