Ozone,Land Use
0.0,0.0
4.036056123302761e-05,-0.031013071
-0.000566736896105202,-0.03206565
-0.004927156792592727,-0.033118215
-0.006182870030410686,-0.034170792
-0.0012139573226491638,-0.035223373
-0.0008498362365447073,-0.036275953
-0.0010988439667785053,-0.037328514
-0.001770272506750486,-0.038381062
0.00010692654287720871,-0.039433662
-0.004486194270739643,-0.040275581
0.003544939569646827,-0.040906843
0.00779076627501585,-0.041538143
0.010669641434892059,-0.042169412
0.007513753672616272,-0.042800663
0.008227577064482286,-0.043431977
0.011170932091485277,-0.044063239
0.012210714734797313,-0.044694515
0.01656673513139772,-0.045325799
0.018296440178557846,-0.045957084
0.015328609460701727,-0.047015501
0.008977547781811989,-0.04850101
0.012718025518221114,-0.049986582
0.012513014355072306,-0.051472111
0.009050781528451074,-0.052957631
0.015765344855168787,-0.05444319
0.018402884339942114,-0.055928679
0.008862680672280965,-0.057414235
0.015881562608046483,-0.058899797
0.020092627591200708,-0.060385348
0.017555831626099618,-0.061656797
0.014955924227213032,-0.062714168
0.01060587855226079,-0.063771552
0.020056690532872727,-0.064828902
0.021854967785642644,-0.065886249
0.03802425275911825,-0.06694367
0.029428480606380696,-0.068001028
0.02522535299177657,-0.069058387
0.033271267678135034,-0.070115749
0.03083714638671091,-0.071173127
0.030150113380533385,-0.072181562
0.028830753309052905,-0.073141049
0.0338926681551655,-0.074100572
0.029789203553789743,-0.075060053
0.03256859835908867,-0.076019549
0.032513148946161474,-0.076979048
0.03522313770099025,-0.077938514
0.04266765858186585,-0.07889801
0.04608958422866623,-0.079857509
0.0493946742726187,-0.080817014
0.05160469593995644,-0.082051412
0.04641795420321996,-0.083560717
0.048338755678284,-0.085070025
0.042971080211552916,-0.08657934
0.04454655909074037,-0.088088656
0.053693728893765925,-0.08959794
0.061051857825614425,-0.091107239
0.05721940898668758,-0.092616557
0.06422529432121059,-0.094125856
0.06496517804701159,-0.095635167
0.0676920502369545,-0.096543026
0.067501504587999,-0.096849452
0.06738232196455665,-0.097155849
0.06611633587057542,-0.097462225
0.07439044813086672,-0.097768651
0.07516799071464085,-0.098075042
0.07015210204633095,-0.098381445
0.06659160093556268,-0.098687851
0.07443062678528134,-0.098994247
0.08148034918186746,-0.099300669
0.07882476884285716,-0.099870868
0.07986396441475585,-0.100704835
0.07852776131313181,-0.101538834
0.08023818636791413,-0.102372818
0.08793127307565932,-0.103206822
0.08718074288497714,-0.104040817
0.09389622723769411,-0.104874776
0.09461901892858526,-0.105708753
0.09875417541407423,-0.106542731
0.09479304114921064,-0.107376729
0.10533348678505441,-0.108277264
0.10257185415525907,-0.109244344
0.09673454106713318,-0.110211431
0.09691621864177741,-0.111178511
0.10084891017853387,-0.112145602
0.10562009635774575,-0.113112691
0.10345547449940104,-0.114079764
0.11199290460999485,-0.115046804
0.11849481408901734,-0.116013916
0.10839502394145095,-0.116981002
0.11698381900220883,-0.117392167
0.1178477246909434,-0.117247452
0.11847690451067522,-0.117102751
0.11882764181308376,-0.116958005
0.12292984862576846,-0.11681324
0.12625040900257828,-0.116668527
0.12441117318585729,-0.116523815
0.1254851155669353,-0.116379099
0.1331310645411129,-0.11623436
0.14182555947964265,-0.116089612
0.1370909758154623,-0.116334207
0.149067440015483,-0.116968083
0.14881971845538017,-0.117601978
0.1475095106712045,-0.118235848
0.16047550753579867,-0.118869713
0.17183638904211754,-0.119503586
0.17738514579938353,-0.120137464
0.18968390541934765,-0.120771333
0.2014746216602246,-0.121405198
0.20273116776943523,-0.122039075
0.20269640623892624,-0.122610107
0.20777473750029424,-0.123118237
0.2129203531103509,-0.123626398
0.2169147790779787,-0.12413456
0.24509801055929775,-0.124642705
0.2412340587691629,-0.125150851
0.25800597933827984,-0.125658997
0.2588782708276238,-0.126167171
0.27365299397101717,-0.126675306
0.27847678456124214,-0.127183461
0.28064113813783775,-0.127503772
0.29793758798603975,-0.127636142
0.3076565373278688,-0.127768518
0.33419404816431514,-0.127900903
0.32272270661456365,-0.128033312
0.3132661067975766,-0.12816571
0.31032334288024827,-0.128298103
0.3225989172680723,-0.128430499
0.3265504945662613,-0.128562851
0.3303465794063085,-0.128695241
0.33435207432638264,-0.128967689
0.33020901294853744,-0.12938016
0.32378547543418573,-0.129792592
0.3419125081316626,-0.130205034
0.313319821341795,-0.130617492
0.31743542545336606,-0.131029939
0.3216742708238544,-0.131442362
0.3206211047165285,-0.131854803
0.32842795961318144,-0.132267289
0.332369460857767,-0.132679751
0.32441669596558315,-0.132616748
0.32133373711604685,-0.132078307
0.37359328138966447,-0.131539888
0.32843949736283934,-0.131001434
0.3410502093519258,-0.130463004
0.3762684353528316,-0.129924577
0.34991636960968614,-0.129386137
0.3452580473119712,-0.12884768
0.41814470843104945,-0.128309247
0.3930761951377277,-0.127770851
0.3583709375299691,-0.127174367
0.35186036381458163,-0.126064223
0.3492837021001337,-0.12450978
0.37368985569527957,-0.123322382
0.3753236618241016,-0.121144313
0.3937532086080793,-0.118665462
0.40386657959342986,-0.117400644
0.42551369990934573,-0.116993022
0.43039116754860823,-0.11690421
0.42442569905393024,-0.114999863
0.4188960283441731,-0.11308147
0.43155525977326326,-0.113404758
0.42967922416032617,-0.112465656
0.4349732912541418,-0.111480212
0.42933470530854295,-0.111156423
