CO2,CH4,N2O,CFC-11,CFC-12,CFC-113,CFC-114,CFC-115,HCFC-22,HCFC-141b,HCFC-142b,CCl4,CH3Cl,CH3CCl3,CH3Br,Halon-1202,Halon-1211,Halon-1301,Halon-2402,CF4,C2F6,C6F14,SF6,HFC-125,HFC-134a,HFC-143a,HFC-227ea,HFC-23,HFC-245fa,HFC-32,HFC-4310mee
0.23967810474980916,0.06386246388084399,0.01741823080719549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007496647724977401,0.0,0.0,-7.623296525288703e-21,0.0,0.0,0.0,0.0,0.0,1.299437173991864e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24768689730133336,0.06645165170297271,0.01777990078926158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007785996009547229,0.0,0.0,-7.623296525288703e-21,0.0,0.0,0.0,0.0,0.0,1.3678438338387968e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25570130436613764,0.06903830300329983,0.01818574562375737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000811992069662735,0.0,0.0,-7.623296525288703e-21,0.0,0.0,0.0,0.0,0.0,1.4397354440269989e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26333857105030095,0.07169182587723547,0.018670602710138845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008521504003863545,0.0,0.0,-7.623296525288703e-21,0.0,0.0,0.0,0.0,0.0,1.5154985039568965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27074789024949325,0.07445718128070516,0.01920071119072818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008959647873975203,0.0,0.0,-7.623296525288703e-21,0.0,0.0,0.0,0.0,0.0,1.595367960262235e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.278082296584842,0.07721101361001012,0.01973553919800087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009401682075163666,0.0,0.0,-7.623296525288703e-21,0.0,0.0,0.0,0.0,0.0,1.6793533887337128e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2851673347789911,0.07984637028924177,0.020275000210278414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009843759055234407,0.0,0.0,-7.623296525288703e-21,0.0,0.0,0.0,0.0,0.0,1.767617430054737e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2918498241088384,0.08248604652005906,0.020854147561852596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010305663700918217,0.0,0.0,3.681616438350432e-09,0.0,0.0,0.0,0.0,0.0,1.8606345940144933e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29827729327554986,0.08530694308500261,0.02146713622259562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010867736175733322,0.0,0.0,3.6716178082191875e-08,0.0,0.0,0.0,0.0,0.0,1.9586933266776748e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30443296048833823,0.08830916740408523,0.022050703209444515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011551955552857732,0.0,0.0,1.2184619178082525e-07,0.0,0.0,0.0,0.0,0.0,2.061805408508819e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31020203749772024,0.0913754169533898,0.022638498316116085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012156116863922932,0.0,0.0,2.3794478913092676e-07,0.0,0.0,0.0,0.0,0.0,2.1701704961555295e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31597258214084994,0.09444320361530228,0.023305157505975303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012537657285445125,0.0,0.0,3.5996083292162706e-07,0.0,0.0,0.0,0.0,0.0,2.2843711670654124e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3220885425846081,0.0975139699851981,0.024061976769983666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001290612652748495,0.0,0.0,4.841892355715228e-07,0.0,0.0,0.0,0.0,0.0,2.4047615737538446e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3281910664844093,0.10064031171280441,0.024895635864056548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001350267276735545,0.0,0.0,6.093631232876729e-07,0.0,0.0,0.0,0.0,0.0,2.5313561604568358e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3339370195988612,0.10386311741684795,0.025732709624607372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014294641181678129,0.0,0.0,7.344787356838092e-07,0.0,0.0,0.0,0.0,0.0,2.6644000892218097e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3397133571950577,0.10707805368100995,0.026542065302941363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015150046771571586,0.0,0.0,8.597300938692991e-07,0.0,0.0,0.0,0.0,0.0,2.804608523890053e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34606162430313553,0.11018401238521591,0.027380067922938248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016013654156267173,0.0,0.0,9.851744814731657e-07,0.0,0.0,0.0,0.0,0.0,2.9524162951770716e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35279346937847755,0.11327643597719608,0.028210723906207713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016877204542012983,0.0,0.0,1.1106194794520586e-06,0.0,0.0,0.0,0.0,2.0239094293646642e-07,3.107841237189317e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3594224991970977,0.11646449227452504,0.02896677563986913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017736262945333466,0.0,0.0,1.236948861666294e-06,0.0,0.0,0.0,0.0,2.041018568894987e-06,3.271184272055569e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3663078648919331,0.11971308611259371,0.029678243020398072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018592883819141261,0.0,0.0,1.3651707116550654e-06,0.0,0.0,0.0,0.0,7.000580925569253e-06,3.443323496216974e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37393131349890496,0.12296384231912749,0.030390180079062808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019458612924610728,0.0,0.0,1.4937234253312373e-06,0.0,0.0,0.0,0.0,1.4203065701338792e-05,3.624792736033895e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.381790902460755,0.12619971010305195,0.031139792061434253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002036450290612257,0.0,0.0,1.6214636712328783e-06,0.0,0.0,0.0,0.0,2.2190321396871698e-05,3.815613795752934e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38954362093092054,0.12941939219720724,0.03191544738307153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002133478784021694,0.0,0.0,1.749950219178085e-06,0.0,0.0,0.0,0.0,3.0611017461490094e-05,4.0161561327634314e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3976622025004102,0.13262344246631189,0.03261870522962828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022343484470886653,0.0,0.0,1.8804679315068487e-06,0.0,0.0,0.0,0.0,3.948520099273013e-05,4.2274979491030936e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40614778351189273,0.1357551263789982,0.033244750345164976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002335891491259137,0.0,0.0,2.0122655753424664e-06,0.0,0.0,0.0,0.0,4.884037020892962e-05,4.4502946097690576e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4145000824522531,0.13875684090897072,0.03385322036750909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024376884700186502,0.0,0.0,2.1440556986301383e-06,0.0,0.0,0.0,0.0,5.867762315344541e-05,4.684572734516052e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.834214540076555e-07,0.0,0.0,0.0
0.4228282252026839,0.14167856059174838,0.03442719259486048,0.0,5.412988880162525e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0025396394060079957,0.0,0.0,2.275642808219179e-06,0.0,0.0,0.0,0.0,6.901601564121259e-05,4.930786126335196e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.451098656353681e-06,0.0,0.0,0.0
