CO2,CH4,N2O,CFC-11,CFC-12,CFC-113,CFC-114,CFC-115,HCFC-22,HCFC-141b,HCFC-142b,CCl4,CHCl3,CH2Cl2,CH3Cl,CH3CCl3,CH3Br,Halon-1211,Halon-1301,Halon-2402,CF4,C2F6,C3F8,c-C4F8,C4F10,C5F12,C6F14,C7F16,C8F18,NF3,SF6,SO2F2,HFC-125,HFC-134a,HFC-143a,HFC-152a,HFC-227ea,HFC-23,HFC-236fa,HFC-245fa,HFC-32,HFC-365mfc,HFC-4310mee
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0012924968268412107,5.034957518543215e-05,0.000133855460190597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0612024596861381e-14,1.9390833882158842e-14,-1.1396763599930375e-14,2.0099295625186623e-13,0.0,-1.948005916574185e-15,-1.3610247483067234e-13,0.0,0.0,-1.429189620051666e-08,1.1772101237221527e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6465715611449274e-11,0.0,0.0,0.0,0.0,7.073315275939842e-12,0.0,0.0,0.0,1.414839360446084e-10,0.0,0.0
0.004001903445891963,0.0003296753360521251,0.0004033931819004124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0612024596861381e-14,1.9390833882158842e-14,-1.1396763599930375e-14,2.0099295625186623e-13,0.0,-1.948005916574185e-15,-1.3610247483067234e-13,0.0,0.0,-1.429189620051666e-08,3.7065989628078856e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.853594585006834e-11,0.0,0.0,0.0,0.0,1.9632990090778053e-11,0.0,0.0,0.0,4.2447529764648123e-10,0.0,0.0
0.0067003291230211814,0.0009377740536716458,0.0007150735239346995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0612024596861381e-14,1.9390833882158842e-14,-1.1396763599930375e-14,2.0099295625186623e-13,0.0,-1.948005916574185e-15,-1.3610247483067234e-13,0.0,0.0,-1.429189620051666e-08,6.416845855223928e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3060617608868492e-10,0.0,0.0,0.0,0.0,3.2192664905616263e-11,0.0,0.0,0.0,7.074666592483541e-10,0.0,0.0
0.009089316824034382,0.0017222456528517768,0.001072497729371492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0612024596861381e-14,1.9390833882158842e-14,-1.1396763599930375e-14,2.0099295625186623e-13,0.0,-1.948005916574185e-15,-1.3610247483067234e-13,0.0,0.0,-1.429189620051666e-08,9.137755831911767e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8267639035505847e-10,0.0,0.0,0.0,0.0,4.4752329365478555e-11,0.0,0.0,0.0,9.904580208502236e-10,0.0,0.0
0.011111509652532187,0.002615499691923831,0.0014499750300931856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0612024596861381e-14,1.9390833882158842e-14,-1.1396763599930375e-14,2.0099295625186623e-13,0.0,-1.948005916574185e-15,-1.3610247483067234e-13,0.0,0.0,-1.429189620051666e-08,1.1869435876931167e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3474665253816195e-10,0.0,0.0,0.0,0.0,5.7311942050459804e-11,0.0,0.0,0.0,1.2734494500181676e-09,0.0,0.0
0.013065566266635631,0.0035492571216943145,0.0018438167687338256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0612024596861381e-14,1.9390833882158842e-14,-1.1396763599930375e-14,2.0099295625186623e-13,0.0,-1.948005916574185e-15,-1.3610247483067234e-13,0.0,0.0,-1.429189620051666e-08,1.461520192730778e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.868169306935068e-10,0.0,0.0,0.0,0.0,6.987156509041739e-11,0.0,0.0,0.0,1.5564408116200404e-09,0.0,0.0
0.015596354793186024,0.004499109671642916,0.002219235705063251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0612024596861381e-14,1.9390833882158842e-14,-1.1396763599930375e-14,2.0099295625186623e-13,0.0,-1.948005916574185e-15,-1.3610247483067234e-13,0.0,0.0,-1.429189620051666e-08,1.7376697923777196e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3888716093212504e-10,0.0,0.0,0.0,0.0,8.24312399052556e-11,0.0,0.0,0.0,1.8394321732219132e-09,0.0,0.0
0.018674325194583147,0.00558145325482258,0.0025451331755143762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0612024596861381e-14,1.9390833882158842e-14,-1.1396763599930375e-14,2.0099295625186623e-13,0.0,-1.948005916574185e-15,-1.3610247483067234e-13,0.0,0.0,-1.429189620051666e-08,2.0155566639742372e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.909573751984986e-10,0.0,0.0,0.0,0.0,9.499091472009381e-11,0.0,0.0,0.0,2.1224236023898606e-09,0.0,0.0
0.02195239285395384,0.0067792375678911235,0.002947778356871959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0612024596861381e-14,1.9390833882158842e-14,-1.1396763599930375e-14,2.0099295625186623e-13,0.0,-1.948005916574185e-15,-1.3610247483067234e-13,0.0,0.0,-1.4244884825089415e-08,2.2953450848606227e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.430276054371168e-10,0.0,0.0,0.0,0.0,1.0755058953493202e-10,0.0,0.0,0.0,2.405414896420087e-09,0.0,0.0
0.025507110468985433,0.00797911572511311,0.0034966085927742724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0612024596861381e-14,1.9390833882158842e-14,-1.1396763599930375e-14,2.0099295625186623e-13,0.0,-1.948005916574185e-15,-1.3610247483067234e-13,0.0,0.0,-1.4229214366146649e-08,2.5771993917327906e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.950978676202195e-10,0.0,0.0,0.0,0.0,1.2011026434977023e-10,0.0,0.0,0.0,2.6884061904503134e-09,0.0,0.0
0.02923257659647671,0.009191177568244696,0.004127477683405979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0612024596861381e-14,1.9390833882158842e-14,-1.1396763599930375e-14,2.0099295625186623e-13,0.0,-1.948005916574185e-15,-1.3610247483067234e-13,0.0,0.0,-1.4244884825089415e-08,2.861283937115728e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.471681298033229e-10,0.0,0.0,0.0,0.0,1.3266993916460844e-10,0.0,0.0,0.0,2.9713977547615436e-09,0.0,0.0
0.03269668377166404,0.010617361369225642,0.004785450697519731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0612024596861381e-14,1.9390833882158842e-14,-1.1396763599930375e-14,2.0099295625186623e-13,0.0,-1.948005916574185e-15,-1.3610247483067234e-13,0.0,0.0,-9.293019946986334e-09,3.147763065618449e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.992383600419404e-10,0.0,0.0,0.0,0.0,1.4522961397944665e-10,0.0,0.0,0.0,3.254389183935063e-09,0.0,0.0
0.03593819388358624,0.01235811343334306,0.005390058024182456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0612024596861381e-14,1.9390833882158842e-14,-1.1396763599930375e-14,2.0099295625186623e-13,0.0,-1.948005916574185e-15,-1.3610247483067234e-13,0.0,0.0,-4.3724959853677345e-09,3.436801018969546e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.513085902805578e-10,0.0,0.0,0.0,0.0,1.5778928879428486e-10,0.0,0.0,0.0,3.5373804779652892e-09,0.0,0.0
