Solar,Volcanic
0.0,0.0
0.020256088,0.21227981714176247
0.013343062,0.21222575114176248
0.006697636,-0.03669261252490416
-0.010084145,-0.2929150565249041
-0.033624959,0.05431049347509581
-0.053982869,0.12381171847509582
-0.059794917,-0.8048430565249042
-0.039500012,-0.4281748898582375
-0.001005673,0.04337786014176248
0.035002574,0.16950312680842916
0.043909509,0.20121964930842914
0.032223618,-1.2589075565249044
0.019882229,-1.1642959731915707
-0.001654572,-0.1657039731915708
-0.008492774,0.13556712680842914
-0.024081419,0.19659620180842916
-0.039811938,0.2072310009750958
-0.054263167,0.20281137264176247
-0.027853825,-0.03173380652490421
0.007604525,0.12841770180842915
0.054623708,0.19333344347509582
0.052608198,-0.5270946065249043
0.045153123,-0.6957484731915708
0.022845999,-0.0028186648582375073
-0.001203523,0.03046761014176247
-0.034590657,0.10020776847509581
-0.041565291,0.16794881014176247
-0.040002821,0.19303262680842914
-0.056769604,0.2042402976417625
-0.051010124,0.09015077264176247
-0.016522259,-0.03348263985823752
0.016243318,0.13234701847509583
0.012167334,-0.12914750652490423
0.006503552,-2.135748723191571
0.01456988,-1.4247070565249043
0.001952113,-1.3119420565249043
-0.031212297,-0.4798599731915709
-0.045543081,0.05104989347509581
-0.053337553,0.1456151434750958
-0.0540401,-0.01118472319157085
-0.053024993,0.11434845180842915
-0.014813517,0.05940129347509582
0.025738663,0.13364988514176246
0.035691222,0.17965264347509582
0.034426121,-0.11676672319157086
0.017177558,0.0454164934750958
-0.003579527,0.15914727680842916
-0.036310568,0.18855500180842916
-0.029000048,0.1990383101417625
-0.045262313,0.18912894347509582
-0.04793916,0.19836400180842914
-0.060594953,0.15952251847509583
-0.0569504,-0.15299155652490418
-0.030479069,0.030352526808429148
0.002435863,0.15363885180842915
0.000205189,0.18374101014176247
0.011469068,-0.19426504819157084
0.006720207,-0.13222788985823755
0.003313119,0.12783693514176248
-0.009550135,0.18796776014176247
-0.035755358,0.1858199601417625
-0.054866461,-0.4780002315249041
-0.057169074,-0.6550703898582375
-0.059765173,0.026709243475095817
-0.049104801,0.17260206847509582
0.003093734,0.19562810180842916
0.02162143,0.18886891847509582
0.07059452,0.13012765180842914
0.053652454,-0.06392297319157089
0.014506823,0.1373340184750958
-0.019270775,0.1884286101417625
-0.031413224,0.19689981014176247
-0.049036159,0.19803009347509581
-0.053189847,0.010124576808429153
-0.042220473,0.11585321014176249
-0.01504697,-0.10793278152490418
0.009017939,0.04917538514176248
0.030897739,0.17458040180842915
0.026890037,0.1869853684750958
0.003032827,0.19195098514176248
-0.007063188,0.17902615180842915
-0.028283575,0.0864015184750958
-0.04158443,-0.2053601398582375
-0.049547559,0.06779271014176247
-0.042799856,0.17509461014176247
-0.010922388,0.19257512680842914
0.055036094,0.18617512680842915
0.075053125,0.18823905180842915
0.063666235,0.1936863934750958
0.047674481,0.19467771847509582
0.028602479,0.19467167680842914
0.012928172,0.1944999101417625
-0.014063235,0.009860651808429155
-0.037376708,0.05953712680842915
-0.039058499,0.15773396014176247
-0.000529406,0.18494514347509583
0.040606903,0.08114674347509582
0.072903321,0.11464413514176248
0.087679809,0.17704135180842914
0.069560222,0.18961261014176248
0.031826465,0.1626955184750958
0.004000277,0.1633096434750958
-0.01938633,0.17692152680842915
-0.035309737,0.18569718514176248
-0.044623031,0.18503256014176248
-0.024187118,0.046159035141762506
0.045569693,0.04551419347509583
0.104065513,0.15385697680842914
0.100357232,0.18404007680842915
0.060905188,0.18977935180842914
0.041150422,0.19058459347509582
-0.008387443,0.19054020180842915
-0.03165249,-0.6978056231915708
-0.039241085,-0.5892007231915708
-0.04178046,0.018079860141762494
-0.037346618,0.13567214347509582
-0.012270706,0.1667819934750958
0.014570892,0.06698694347509582
0.021621557,-0.015276223191570848
0.030304404,0.12866151014176247
0.029325756,0.1768411934750958
-0.008136679,0.18658641014176247
0.00245206,0.18180475180842914
-0.026539302,0.18037741014176248
-0.03628954,0.1696692351417625
-0.044153432,0.17023112680842914
-0.046974091,0.18430425180842913
-0.024834606,0.18693353514176247
0.024307667,0.18097812680842915
0.070975089,0.11321854347509581
0.074319186,0.06168894347509582
0.080395022,-0.2866111398582375
0.023833708,-0.7790898065249041
0.024070452,-0.3324545565249042
-0.028188385,-0.03212138985823754
-0.047016289,-0.033630889858237534
-0.046248056,0.049269526808429165
-0.028993252,0.10721640180842915
0.010343186,0.1476980684750958
0.074348234,0.14281628514176248
0.063892166,-0.6310519148582374
0.050203785,-1.9322770565249043
0.033243099,-0.8832698898582375
-0.001036489,-0.10974805652490419
-0.029060741,0.08291597680842916
-0.039910542,0.1538051934750958
-0.0496611,0.17757441014176248
-0.034027155,0.18011517680842914
0.010265729,0.1843626851417625
0.044985111,0.18535638514176248
0.080941251,0.1798028684750958
0.058922332,0.18693775180842914
0.072878702,0.16987646847509583
0.008796581,0.18128876014176248
-0.019436286,0.1535596684750958
-0.046093119,0.1351167934750958
-0.049543455,0.12193411847509582
-0.058171605,0.13953950180842917
-0.054591397,0.10921562680842914
-0.055317553,0.1453974934750958
-0.036276546,0.1031968434750958
-0.00203544,0.14310788514176248
0.018679739,0.16775367680842915
0.02442465,0.14814435180842916
0.034186642,0.11681689347509581
0.041772501,0.1362174684750958
-0.020226588,0.16239968514176248
-0.042450831,0.14311826847509582
-0.046167104,0.07002221847509582
-0.047067878,0.0349361934750958
-0.038454253,0.09457611847509581
-0.017107444,-0.01029555652490416
