Scenario,Variable,Region,Unit,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
historical,CFC-11,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133195683,0.532782018,1.198759079,2.131128073,3.794999123,4.925000191,6.239999771,7.559999943,8.820000648,10.29500008,12.23500061,14.71500015,17.79500008,21.49500084,25.77499962,30.57500076,35.95500183,42.04999924,49.04999924,57.06500244,65.96500397,75.83499908,87.04000092,99.56500244,112.2900009,124.6800003,136.6849976,147.8349915,157.75,166.5050049,174.9949951,183.4649963,191.9799957,200.9250031,210.5,221.0399933,232.1349945,242.5050049,251.2299957,257.8200073,262.2250061,265.1650085,266.6549988,266.6099854,265.7749939,264.7449951,263.5700073,262.1950073,260.7250061,259.1799927,257.5499878,255.5800018,253.5200043,251.5,249.3800049,247.2100067,245.0850067,243.1199951,241.2899933,239.3500061,237.2850037,235.3350067,233.6100006,232.2250061,230.9299927,229.6699982,228.7149963,227.75,226.0950012,224.1600037,222.4100037,220.5950012
historical,CFC-12,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054500207,0.218759015,0.495051861,0.88717109,1.400425911,2.041642427,2.819164038,3.742850304,4.824078083,6.075741768,7.512251854,9.149536133,11.00503922,13.09772205,15.4800005,18.05500031,21.01000023,24.21500015,27.67500114,31.68500137,36.31500244,41.58499908,47.73500061,54.93000031,63.15500259,72.38999939,82.77000427,94.43000031,107.4550018,121.7949982,137.2949982,154.0599976,172.4750061,192.6150055,213.1399994,232.8999939,251.8849945,270.0750122,287.8200073,304.019989,320.3649902,337.3299866,353.9049988,370.2449951,387.605011,406.5849915,426.7850037,448.1699829,467.4349976,482.8699951,495.1700134,505.4249878,513.085022,519.1149902,525.3049927,530.8300171,534.7449951,537.6799927,540.1599731,542.0449829,543.210022,543.5700073,543.5,543.0650024,542.2449951,540.7750244,538.5999756,536.3449707,533.7550049,530.8649902,528.1950073,525.4050293,522.414978,519.6099854,516.6099854,513.1799927,510.0299988,506.8649902,502.9500122,498.9700012,495.2600098,491.4949951
historical,CFC-113,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002061203,0.0082448,0.018550795,0.032979187,0.051529977,0.074203163,0.100998752,0.131916732,0.166957125,0.206119895,0.249405071,0.296812654,0.348342627,0.403995007,0.463769764,0.527666926,0.595686495,0.667828441,0.744092822,0.82447958,0.908988774,0.997620285,1.090374231,1.187250614,1.294999957,1.389999986,1.5,1.629999995,1.779999971,1.950000048,2.144999981,2.370000124,2.630000114,2.924999952,3.265000105,3.660000086,4.110000134,4.625,5.215000153,5.894999981,6.675000191,7.570000172,8.595000267,9.770000458,11.17000008,12.71500015,14.26000023,15.80000019,17.79000092,20.23500061,23.37000084,27.08499908,30.74500084,34.94499969,39.67000198,44.78000259,50.98500061,57.88000107,64.55999756,70.68000031,76.375,80.28499603,82.19000244,83.35499573,83.73000336,83.68499756,83.375,82.90499878,82.37999725,81.94999695,81.51499939,80.80999756,80.00499725,79.26000214,78.625,78.01499939,77.28500366,76.50499725,75.88500214,75.30000305,74.65499878,74.01999664,73.35500336,72.73999786,72.12000275,71.48500061,70.92500305,70.37000275,69.74500275,69.05000305,68.30999756,67.58000183
historical,CFC-114,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003861338,0.015537722,0.035306331,0.063629121,0.101152837,0.148708984,0.20731388,0.278168619,0.362659037,0.462355793,0.579014361,0.714574873,0.871162415,1.051086664,1.250000119,1.504999995,1.75,1.995000005,2.224999905,2.440000057,2.664999962,2.900000095,3.144999981,3.400000095,3.664999962,3.934999943,4.215000153,4.510000229,4.815000057,5.130000114,5.460000038,5.800000191,6.15500021,6.575000286,7.054999828,7.550000191,8.06000042,8.555000305,9.050000191,9.605000496,10.18000031,10.70499992,11.17000008,11.65499973,12.23499966,12.85999966,13.50500011,14.18499947,14.79500008,15.26500034,15.63500023,15.89999962,16.06500053,16.18499947,16.27000046,16.30999947,16.32999992,16.35499954,16.37999916,16.38500023,16.37999916,16.375,16.36000061,16.36000061,16.36499977,16.30999947,16.22500038,16.20499992,16.25499916,16.29999924,16.29999924,16.26000023,16.18000031,16.10499954,16.06999969,16.03499985,16,15.98499966,15.98999977,15.96000004,15.875,15.78999996
historical,CFC-115,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500001,0.020000005,0.040000003,0.065000013,0.100000009,0.145000011,0.205000013,0.275000006,0.349999994,0.440000057,0.590000033,0.790000021,0.995000005,1.200000048,1.400000095,1.625,1.815000057,2.00999999,2.289999962,2.575000048,2.900000095,3.315000057,3.774999857,4.215000153,4.619999886,5.039999962,5.494999886,5.934999943,6.309999943,6.650000095,6.994999886,7.315000057,7.579999924,7.795000076,7.954999924,8.06000042,8.130000114,8.194999695,8.260000229,8.31000042,8.340000153,8.354999542,8.359999657,8.359999657,8.364999771,8.369999886,8.375,8.390000343,8.404999733,8.414999962,8.43500042,8.465000153,8.505000114,8.56000042,8.619999886,8.670000076,8.68500042,8.670000076,8.649999619
historical,CH2Cl2,World,ppt,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.900000095,6.90585041,6.923400879,6.952651978,6.993603706,7.046256065,7.110608578,7.186661243,7.274415016,7.373868942,7.485023499,7.607878208,7.742433548,7.888689518,8.046646118,8.216302872,8.397659302,8.590717316,8.79547596,9.01193428,9.240093231,9.479952812,9.731513023,9.994772911,10.26973438,10.55639553,10.85475731,11.16481972,11.48658276,11.82004642,12.16520977,12.52207375,12.89063835,13.27090359,13.66286945,14.06653595,14.48190212,14.90896893,15.34773636,15.79820442,16.26037216,16.73424149,17.21981049,17.71708107,18.22605133,18.74672127,19.27909279,19.82316589,20.37893677,20.94640923,21.52558327,22.11645699,22.71903038,23.33330536,23.95928001,24.59695435,25.24633026,25.90740776,26.58018494,27.26466179,27.96083832,28.66871834,29.38829613,30.1195755,30.86255455,31.61723518,32.38361359,33.16169739,33.95147705,34.75296021,35.56614304,36.39102554,37.22760773,38.0758934,39.68819809,39.15936279,40.60897064,42.13383102,43.63373566,45.07817078,46.38817978,50.89862061,50.38959885
historical,CH3Br,World,ppt,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,5.301059723,5.304238796,5.309537411,5.316955566,5.326493263,5.338150024,5.351926804,5.367822647,5.385838032,5.405972481,5.428226948,5.452600479,5.479093552,5.507706165,5.53843832,5.571290016,5.606260777,5.643351555,5.682561398,5.723890781,5.76733923,5.812907696,5.860595226,5.910402298,5.962328911,6.016375065,6.07254076,6.13082552,6.19122982,6.275000095,6.320000172,6.364999771,6.409999847,6.454999924,6.505000114,6.554999828,6.605000019,6.659999847,6.715000153,6.764999866,6.820000172,6.880000114,6.940000057,7,7.059999943,7.119999886,7.184999943,7.255000114,7.320000172,7.389999866,7.465000153,7.534999847,7.610000134,7.690000057,7.769999981,7.849999905,7.934999943,8.020000458,8.104999542,8.199999809,8.295000076,8.390000343,8.489999771,8.590000153,8.694999695,8.805000305,8.914999962,9.024999619,9.164999962,9.215000153,9.159999847,9.230000496,9.31499958,9.199999809,8.864999771,8.449999809,8.175000191,8.015000343,7.965000153,7.929999828,7.764999866,7.59499979,7.394999981,7.190000057,7.115000248,7.09499979,7.009999752,6.840000153,6.720000267,6.755000114,6.764999866,6.679999828,6.565000057,6.53000021,6.599999905,6.639999866,6.65500021
historical,CH3CCl3,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233865,0.003741784,0.018942758,0.059868388,0.120000131,0.300000101,0.570000052,0.88500005,1.250000119,1.705000043,2.190000057,2.7900002,3.515000105,4.275000095,5.240000725,6.720000744,8.885000229,11.59000015,14.6449995,17.69499969,20.92000008,25.06500053,30.44000053,36.72499847,42.76000214,49.28500366,57.78500366,68.58999634,78.43499756,85.47999573,91.27500153,95.84500122,100.0299988,104.4649963,108.6149979,111.8799973,115.8950043,120.8450012,125.25,129.1399994,132.0350037,131.8149872,126.3649979,116.3899994,104.409996,91.13999939,77.54499817,65.27000427,54.58000183,45.58000183,38,31.65500069,26.39500046,21.98500061,18.35000038,15.35000038,12.84000015,10.77500057,9.055000305,7.575000286,6.320000172,5.255000114,4.370000362,3.660000086,3.085000038,2.61500001,2.225000143,1.905000091,1.63499999,1.405000091,1.215000033,1.060000062
historical,CH3Cl,World,ppt,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457.1552734,457.6210327,458.3973389,459.4841614,460.8815002,462.5893555,464.6077271,466.936615,469.5760193,472.5259399,475.7864075,479.3573608,483.2388611,487.4308777,493.1799927,496.9649963,500.7149963,504.519989,508.375,512.2349854,516.0349731,519.7150269,523.2249756,526.5150146,529.5499878,532.3099976,534.7949829,537.0050049,538.9450073,540.6400146,542.1049805,543.3649902,544.4450073,545.3549805,546.125,546.7800293,547.3300171,547.789978,548.1749878,548.4949951,548.7600098,548.9799805,549.164978,549.3200073,549.4500122,549.5549927,549.6450195,549.7199707,549.7800293,549.8300171,549.8699951,549.9050293,549.9349976,556.2099609,554.414978,541.4200439,546.6799927,561.6549683,560.3349609,547.7349854,539.1300049,539.7700195,541.0499878,540.5750122,540.0050049,540.2850342,543.4500122,543.9749756,542.1450195,537.9349976,535.2750244,539.1900024,540.7150269,542.4100342,550.7050171,552.3549805,544.3850098,539.5,539.5,539.5,539.5,539.5
historical,CH4,World,ppb,720.8547974,722.0801392,723.3311157,723.8400269,724.0493774,724.2402344,724.3391724,724.5808105,725.4735107,726.3021851,727.2467651,728.0717773,728.8499756,729.2628784,729.7133179,730.0648193,730.3699951,730.6503296,731.2099609,731.8392944,732.4835205,733.1546631,733.8539429,734.6725464,735.0310669,735.3223877,735.6936646,736.0626221,736.3880005,737.3029175,738.2970581,739.3366089,740.1473389,741.0041504,741.2861328,741.5487061,741.822876,742.1184082,742.3666992,742.699707,743.0446777,743.3706055,743.7585449,744.1474609,744.8869629,745.4630127,746.1832886,746.8853149,747.5033569,747.9585571,748.623291,749.3481445,750.0791016,750.6937256,751.6412354,752.5986328,753.5761108,754.5919189,755.6413574,756.8106689,757.9560547,758.9456787,759.9509277,761.1748657,762.6759033,764.1776733,765.7485352,767.3259888,768.791687,770.2822876,771.8688354,773.5137329,774.8858643,776.1003418,777.1873169,778.1968994,779.1755371,780.0322266,780.8393555,781.6982422,782.4865723,783.2306519,783.9885864,784.8609619,785.8822021,786.9591064,788.1029053,788.835144,789.4541626,790.0117798,790.1644287,790.5137329,791.1774292,792.0397339,793.1889648,794.8694458,795.9598999,796.9033813,797.5084839,798.2650757,798.7992554,799.1342773,799.6845093,800.4310913,801.3928833,802.7790527,804.395813,805.9412842,807.8469849,809.9102173,812.1156616,814.6942749,817.0090332,819.8299561,822.8781738,825.9179688,829.2704468,832.4238281,834.8474731,836.6992188,838.5808105,840.6077881,842.3894653,844.1846313,845.9118652,847.4505615,848.9567871,850.3754272,851.6115723,852.838562,854.5762939,856.4180908,858.177002,860.1258545,862.2984619,864.7781372,867.3068848,869.9094849,873.2229004,877.4022217,880.2190552,882.7592773,885.5133057,888.5115356,892.0516968,895.6895142,899.2712402,901.7643433,903.6865845,905.5435181,907.6625977,909.7080688,913.1248169,917.1862793,922.4130249,927.7596436,933.3427124,937.0362549,941.1984253,946.3412476,951.7594604,957.9006958,964.2958374,970.5161133,974.4526367,978.7033691,983.4350586,988.7852783,994.2557373,998.322876,1003.787659,1009.853149,1014.892578,1020.654724,1026.775391,1031.654053,1037.512939,1042.063477,1046.266479,1050.359985,1055.418701,1059.630737,1063.944702,1068.34082,1072.901367,1077.504272,1082.724976,1087.310181,1091.984253,1095.930908,1100.014648,1105.252319,1110.286987,1115.051147,1122.575317,1130.43457,1138.499023,1147.048706,1153.785767,1160.251343,1165.015869,1170.0625,1177.266724,1186.202026,1196.953491,1208.850586,1222.698364,1235.156372,1244.672241,1252.352539,1262.97522,1274.439941,1288.29248,1302.788452,1316.296753,1331.483154,1346.686157,1360.628296,1375.705566,1395.490845,1412.800415,1430.598267,1447.786987,1462.356323,1479.239868,1496.27417,1512.955811,1529.716309,1547.438232,1565.220703,1583.942627,1601.025146,1616.975098,1633.202881,1646.820801,1659.990845,1672.949829,1686.079956,1698.864258,1708.888306,1719.983643,1732.028564,1744.083252,1746.254517,1749.668701,1757.259033,1758.646973,1762.481445,1772.284546,1779.590698,1778.918213,1779.179932,1781.424561,1787.357056,1789.182861,1786.484009,1786.248169,1790.932007,1800.430908,1804.306885,1809.67749,1813.602905,1818.258911,1824.620483,1834.548462,1845.959351,1852.397705,1859.385498,1869.521851,1877.264771,1889.478638,1906.181152,1922.086548
historical,CHCl3,World,ppt,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6.000722408,6.00289011,6.006503105,6.011560917,6.018064499,6.026013374,6.035407543,6.046247959,6.058534622,6.072267532,6.08744669,6.104073524,6.12214756,6.141669273,6.162639141,6.18505764,6.208925247,6.234242916,6.26101017,6.289228916,6.318898678,6.350020885,6.382596016,6.416624069,6.452106953,6.489044666,6.527438164,6.567288399,6.608596325,6.651362419,6.695588112,6.741274357,6.788422108,6.837031841,6.887105465,6.938643456,6.991647243,7.046118259,7.10205698,7.159465313,7.218343735,7.27869463,7.340517998,7.4038167,7.468590736,7.534842491,7.602572918,7.671783447,7.742475986,7.814651966,7.888312817,7.963459969,8.040095329,8.118221283,8.19783783,8.27894783,8.305577278,8.553069115,8.479700089,8.06552887,7.664566517,7.673319817,7.665040493,7.603056431,7.677089691,7.539345741,7.72835207,7.833240986,7.750892162,7.896037102,8.009539604,8.235104561,8.489190102,9.393307686,9.610719681,9.698839188,10.23275948,9.92610836,9.090646744,9.243765831,9.01342392,8.577662468
